"OID","Country or Area","Year","Description","Magnitude","Value"
"92167D..ZF...","MOLDOVA","1996","LABOUR FORCE","THOUSANDS","1686000"
"92167E..ZF...","MOLDOVA","1996","EMPLOYMENT","THOUSANDS","1660000"
"92167R..ZF...","MOLDOVA","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","1"
"92167C..ZF...","MOLDOVA","1995","UNEMPLOYMENT","THOUSANDS","24500"
"92167E..ZF...","MOLDOVA","1995","EMPLOYMENT","THOUSANDS","1673000"
"92167R..ZF...","MOLDOVA","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","1.1"
"92167C..ZF...","MOLDOVA","1994","UNEMPLOYMENT","THOUSANDS","20600"
"92167E..ZF...","MOLDOVA","1994","EMPLOYMENT","THOUSANDS","1681000"
"92167R..ZF...","MOLDOVA","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","0.7"
"92167C..ZF...","MOLDOVA","1993","UNEMPLOYMENT","THOUSANDS","14100"
"92167E..ZF...","MOLDOVA","1993","EMPLOYMENT","THOUSANDS","1688000"
"92167R..ZF...","MOLDOVA","1992","UNEMPLOYMENT RATE","PERCENT PER ANNU","0.7"
"92167C..ZF...","MOLDOVA","1992","UNEMPLOYMENT","THOUSANDS","15000"
"92167D..ZF...","MOLDOVA","1992","LABOUR FORCE","THOUSANDS","2065000"
"92167E..ZF...","MOLDOVA","1992","EMPLOYMENT","THOUSANDS","2050000"
"92167C..ZF...","MOLDOVA","1991","UNEMPLOYMENT","THOUSANDS","100"
"92167E..ZF...","MOLDOVA","1991","EMPLOYMENT","THOUSANDS","2070000"
"92167E..ZF...","MOLDOVA","1990","EMPLOYMENT","THOUSANDS","2071000"
"92167E..ZF...","MOLDOVA","1989","EMPLOYMENT","THOUSANDS","2091000"
"94867...ZF...","MONGOLIA","1992","NO. OF EMPLOYEES (INDUS)THOU","INDEX NUMBER","97.9226"
"94867...ZF...","MONGOLIA","1991","NO. OF EMPLOYEES (INDUS)THOU","INDEX NUMBER","98.3947"
"94867...ZF...","MONGOLIA","1990","NO. OF EMPLOYEES (INDUS)THOU","INDEX NUMBER","100"
"94867...ZF...","MONGOLIA","1989","NO. OF EMPLOYEES (INDUS)THOU","INDEX NUMBER","101.322"
"94867...ZF...","MONGOLIA","1988","NO. OF EMPLOYEES (INDUS)THOU","INDEX NUMBER","101.322"
"94867...ZF...","MONGOLIA","1987","NO. OF EMPLOYEES (INDUS)THOU","INDEX NUMBER","95.0897"
"94867...ZF...","MONGOLIA","1986","NO. OF EMPLOYEES (INDUS)THOU","INDEX NUMBER","90.1794"
"94867...ZF...","MONGOLIA","1985","NO. OF EMPLOYEES (INDUS)THOU","INDEX NUMBER","85.9301"
"68667R..ZF...","MOROCCO","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.64"
"68667C..ZF...","MOROCCO","2008","UNEMPLOYMENT","THOUSANDS","1075420"
"68667D..ZF...","MOROCCO","2008","LABOUR FORCE","THOUSANDS","11293800"
"68667E..ZF...","MOROCCO","2008","EMPLOYMENT","THOUSANDS","10411300"
"68667R..ZF...","MOROCCO","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.534"
"68667C..ZF...","MOROCCO","2007","UNEMPLOYMENT","THOUSANDS","1088880"
"68667D..ZF...","MOROCCO","2007","LABOUR FORCE","THOUSANDS","11148000"
"68667E..ZF...","MOROCCO","2007","EMPLOYMENT","THOUSANDS","10332500"
"68667R..ZF...","MOROCCO","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.6"
"68667C..ZF...","MOROCCO","2006","UNEMPLOYMENT","THOUSANDS","1060250"
"68667D..ZF...","MOROCCO","2006","LABOUR FORCE","THOUSANDS","11014000"
"68667E..ZF...","MOROCCO","2006","EMPLOYMENT","THOUSANDS","9954250"
"68667R..ZF...","MOROCCO","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.2525"
"68667C..ZF...","MOROCCO","2005","UNEMPLOYMENT","THOUSANDS","1216250"
"68667D..ZF...","MOROCCO","2005","LABOUR FORCE","THOUSANDS","10807500"
"68667E..ZF...","MOROCCO","2005","EMPLOYMENT","THOUSANDS","9591250"
"68667R..ZF...","MOROCCO","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.08"
"68667C..ZF...","MOROCCO","2004","UNEMPLOYMENT","THOUSANDS","1201860"
"68667D..ZF...","MOROCCO","2004","LABOUR FORCE","THOUSANDS","10771700"
"68667E..ZF...","MOROCCO","2004","EMPLOYMENT","THOUSANDS","9589500"
"68667R..ZF...","MOROCCO","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.4"
"68667C..ZF...","MOROCCO","2003","UNEMPLOYMENT","THOUSANDS","1223000"
"68667D..ZF...","MOROCCO","2003","LABOUR FORCE","THOUSANDS","10707000"
"68667E..ZF...","MOROCCO","2003","EMPLOYMENT","THOUSANDS","9484000"
"68667R..ZF...","MOROCCO","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.3"
"68667C..ZF...","MOROCCO","2002","UNEMPLOYMENT","THOUSANDS","1163000"
"68667D..ZF...","MOROCCO","2002","LABOUR FORCE","THOUSANDS","10261000"
"68667E..ZF...","MOROCCO","2002","EMPLOYMENT","THOUSANDS","9098000"
"68667R..ZF...","MOROCCO","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.3"
"68667C..ZF...","MOROCCO","2001","UNEMPLOYMENT","THOUSANDS","1241000"
"68667D..ZF...","MOROCCO","2001","LABOUR FORCE","THOUSANDS","10126000"
"68667E..ZF...","MOROCCO","2001","EMPLOYMENT","THOUSANDS","8885000"
"68667R..ZF...","MOROCCO","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","13.4"
"68667C..ZF...","MOROCCO","2000","UNEMPLOYMENT","THOUSANDS","1368000"
"68667D..ZF...","MOROCCO","2000","LABOUR FORCE","THOUSANDS","10213000"
"68667E..ZF...","MOROCCO","2000","EMPLOYMENT","THOUSANDS","8845000"
"68667R..ZF...","MOROCCO","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","14.1"
"68667C..ZF...","MOROCCO","1999","UNEMPLOYMENT","THOUSANDS","1440500"
"68667D..ZF...","MOROCCO","1999","LABOUR FORCE","THOUSANDS","10278000"
"68667E..ZF...","MOROCCO","1999","EMPLOYMENT","THOUSANDS","8846000"
"68667R..ZF...","MOROCCO","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","19.1"
"68667C..ZF...","MOROCCO","1998","UNEMPLOYMENT","THOUSANDS","969200"
"68667D..ZF...","MOROCCO","1998","LABOUR FORCE","THOUSANDS","5137600"
"68667E..ZF...","MOROCCO","1998","EMPLOYMENT","THOUSANDS","4168400"
"68667R..ZF...","MOROCCO","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","16.9"
"68667C..ZF...","MOROCCO","1997","UNEMPLOYMENT","THOUSANDS","844700"
"68667D..ZF...","MOROCCO","1997","LABOUR FORCE","THOUSANDS","5067600"
"68667E..ZF...","MOROCCO","1997","EMPLOYMENT","THOUSANDS","4223900"
"68667R..ZF...","MOROCCO","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","18.1"
"68667C..ZF...","MOROCCO","1996","UNEMPLOYMENT","THOUSANDS","871220"
"68667D..ZF...","MOROCCO","1996","LABOUR FORCE","THOUSANDS","4875170"
"68667E..ZF...","MOROCCO","1996","EMPLOYMENT","THOUSANDS","4033900"
"68667R..ZF...","MOROCCO","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","22.9"
"68667C..ZF...","MOROCCO","1995","UNEMPLOYMENT","THOUSANDS","1111730"
"68667D..ZF...","MOROCCO","1995","LABOUR FORCE","THOUSANDS","4863140"
"68667E..ZF...","MOROCCO","1995","EMPLOYMENT","THOUSANDS","3870400"
"68667R..ZF...","MOROCCO","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","15.9"
"68667C..ZF...","MOROCCO","1993","UNEMPLOYMENT","THOUSANDS","680800"
"68667D..ZF...","MOROCCO","1993","LABOUR FORCE","THOUSANDS","4340120"
"68667E..ZF...","MOROCCO","1993","EMPLOYMENT","THOUSANDS","3659500"
"68667R..ZF...","MOROCCO","1992","UNEMPLOYMENT RATE","PERCENT PER ANNU","16"
"68667C..ZF...","MOROCCO","1992","UNEMPLOYMENT","THOUSANDS","649880"
"68667D..ZF...","MOROCCO","1992","LABOUR FORCE","THOUSANDS","4144150"
"68667E..ZF...","MOROCCO","1992","EMPLOYMENT","THOUSANDS","3494300"
"68667R..ZF...","MOROCCO","1991","UNEMPLOYMENT RATE","PERCENT PER ANNU","17.3"
"68667C..ZF...","MOROCCO","1991","UNEMPLOYMENT","THOUSANDS","695480"
"68667D..ZF...","MOROCCO","1991","LABOUR FORCE","THOUSANDS","4095390"
"68667E..ZF...","MOROCCO","1991","EMPLOYMENT","THOUSANDS","3399910"
"68667R..ZF...","MOROCCO","1990","UNEMPLOYMENT RATE","PERCENT PER ANNU","15.8"
"68667C..ZF...","MOROCCO","1990","UNEMPLOYMENT","THOUSANDS","601160"
"68667D..ZF...","MOROCCO","1990","LABOUR FORCE","THOUSANDS","3895120"
"68667E..ZF...","MOROCCO","1990","EMPLOYMENT","THOUSANDS","3294000"
"51867C..ZF...","MYANMAR","2004","UNEMPLOYMENT","THOUSANDS","291320"
"51867C..ZF...","MYANMAR","2003","UNEMPLOYMENT","THOUSANDS","326530"
"51867C..ZF...","MYANMAR","2002","UNEMPLOYMENT","THOUSANDS","435670"
"51867C..ZF...","MYANMAR","2001","UNEMPLOYMENT","THOUSANDS","398350"
"51867C..ZF...","MYANMAR","2000","UNEMPLOYMENT","THOUSANDS","382070"
"51867C..ZF...","MYANMAR","1999","UNEMPLOYMENT","THOUSANDS","425320"
"51867C..ZF...","MYANMAR","1998","UNEMPLOYMENT","THOUSANDS","451520"
"51867E..ZF...","MYANMAR","1998","EMPLOYMENT","THOUSANDS","18359000"
"51867C..ZF...","MYANMAR","1997","UNEMPLOYMENT","THOUSANDS","535290"
"51867E..ZF...","MYANMAR","1997","EMPLOYMENT","THOUSANDS","17964000"
"51867C..ZF...","MYANMAR","1994","UNEMPLOYMENT","THOUSANDS","541490"
"51867E..ZF...","MYANMAR","1994","EMPLOYMENT","THOUSANDS","16817000"
"51867C..ZF...","MYANMAR","1993","UNEMPLOYMENT","THOUSANDS","518170"
"51867E..ZF...","MYANMAR","1993","EMPLOYMENT","THOUSANDS","16469000"
"51867C..ZF...","MYANMAR","1992","UNEMPLOYMENT","THOUSANDS","502550"
"51867E..ZF...","MYANMAR","1992","EMPLOYMENT","THOUSANDS","15737000"
"51867C..ZF...","MYANMAR","1991","UNEMPLOYMENT","THOUSANDS","559010"
"51867C..ZF...","MYANMAR","1990","UNEMPLOYMENT","THOUSANDS","555250"
"51867E..ZF...","MYANMAR","1990","EMPLOYMENT","THOUSANDS","15221000"
"51867C..ZF...","MYANMAR","1989","UNEMPLOYMENT","THOUSANDS","485810"
"51867E..ZF...","MYANMAR","1989","EMPLOYMENT","THOUSANDS","16036000"
"51867C..ZF...","MYANMAR","1988","UNEMPLOYMENT","THOUSANDS","312650"
"51867E..ZF...","MYANMAR","1988","EMPLOYMENT","THOUSANDS","15813000"
"51867C..ZF...","MYANMAR","1987","UNEMPLOYMENT","THOUSANDS","331420"
"51867E..ZF...","MYANMAR","1987","EMPLOYMENT","THOUSANDS","15505000"
"51867C..ZF...","MYANMAR","1986","UNEMPLOYMENT","THOUSANDS","354420"
"51867E..ZF...","MYANMAR","1986","EMPLOYMENT","THOUSANDS","15130000"
"51867C..ZF...","MYANMAR","1985","UNEMPLOYMENT","THOUSANDS","337950"
"51867E..ZF...","MYANMAR","1985","EMPLOYMENT","THOUSANDS","14792000"
"13867R..ZF...","NETHERLANDS","2009","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.73333"
"13867C..ZF...","NETHERLANDS","2009","UNEMPLOYMENT","THOUSANDS","367583"
"13867D..ZF...","NETHERLANDS","2009","LABOUR FORCE","THOUSANDS","7755580"
"13867E..ZF...","NETHERLANDS","2009","EMPLOYMENT","THOUSANDS","7387420"
"13867R..ZF...","NETHERLANDS","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.98333"
"13867C..ZF...","NETHERLANDS","2008","UNEMPLOYMENT","THOUSANDS","303417"
"13867D..ZF...","NETHERLANDS","2008","LABOUR FORCE","THOUSANDS","7706580"
"13867E..ZF...","NETHERLANDS","2008","EMPLOYMENT","THOUSANDS","7403330"
"13867R..ZF...","NETHERLANDS","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.50833"
"13867C..ZF...","NETHERLANDS","2007","UNEMPLOYMENT","THOUSANDS","348417"
"13867D..ZF...","NETHERLANDS","2007","LABOUR FORCE","THOUSANDS","7598420"
"13867E..ZF...","NETHERLANDS","2007","EMPLOYMENT","THOUSANDS","7250170"
"13867R..ZF...","NETHERLANDS","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.51667"
"13867C..ZF...","NETHERLANDS","2006","UNEMPLOYMENT","THOUSANDS","418917"
"13867D..ZF...","NETHERLANDS","2006","LABOUR FORCE","THOUSANDS","7473670"
"13867E..ZF...","NETHERLANDS","2006","EMPLOYMENT","THOUSANDS","7054670"
"13867R..ZF...","NETHERLANDS","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.51667"
"13867C..ZF...","NETHERLANDS","2005","UNEMPLOYMENT","THOUSANDS","485000"
"13867D..ZF...","NETHERLANDS","2005","LABOUR FORCE","THOUSANDS","7397920"
"13867E..ZF...","NETHERLANDS","2005","EMPLOYMENT","THOUSANDS","6913000"
"13867R..ZF...","NETHERLANDS","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.49167"
"13867C..ZF...","NETHERLANDS","2004","UNEMPLOYMENT","THOUSANDS","476917"
"13867D..ZF...","NETHERLANDS","2004","LABOUR FORCE","THOUSANDS","7393080"
"13867E..ZF...","NETHERLANDS","2004","EMPLOYMENT","THOUSANDS","6916170"
"13867R..ZF...","NETHERLANDS","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.38333"
"13867C..ZF...","NETHERLANDS","2003","UNEMPLOYMENT","THOUSANDS","387333"
"13867D..ZF...","NETHERLANDS","2003","LABOUR FORCE","THOUSANDS","7397250"
"13867E..ZF...","NETHERLANDS","2003","EMPLOYMENT","THOUSANDS","7010080"
"13867R..ZF...","NETHERLANDS","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.1"
"13867C..ZF...","NETHERLANDS","2002","UNEMPLOYMENT","THOUSANDS","295917"
"13867D..ZF...","NETHERLANDS","2002","LABOUR FORCE","THOUSANDS","7337580"
"13867E..ZF...","NETHERLANDS","2002","EMPLOYMENT","THOUSANDS","7041580"
"13867R..ZF...","NETHERLANDS","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.44167"
"13867C..ZF...","NETHERLANDS","2001","UNEMPLOYMENT","THOUSANDS","250333"
"13867D..ZF...","NETHERLANDS","2001","LABOUR FORCE","THOUSANDS","7269170"
"13867E..ZF...","NETHERLANDS","2001","EMPLOYMENT","THOUSANDS","7451000"
"13867R..ZF...","NETHERLANDS","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","2.625"
"13867C..ZF...","NETHERLANDS","2000","UNEMPLOYMENT","THOUSANDS","188417"
"13867D..ZF...","NETHERLANDS","2000","LABOUR FORCE","THOUSANDS","7187000"
"13867E..ZF...","NETHERLANDS","2000","EMPLOYMENT","THOUSANDS","7285500"
"13867R..ZF...","NETHERLANDS","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.11667"
"13867C..ZF...","NETHERLANDS","1999","UNEMPLOYMENT","THOUSANDS","226833"
"13867D..ZF...","NETHERLANDS","1999","LABOUR FORCE","THOUSANDS","7069000"
"13867E..ZF...","NETHERLANDS","1999","EMPLOYMENT","THOUSANDS","7113000"
"13867R..ZF...","NETHERLANDS","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.11667"
"13867C..ZF...","NETHERLANDS","1998","UNEMPLOYMENT","THOUSANDS","292500"
"13867D..ZF...","NETHERLANDS","1998","LABOUR FORCE","THOUSANDS","6941000"
"13867E..ZF...","NETHERLANDS","1998","EMPLOYMENT","THOUSANDS","6880500"
"13867R..ZF...","NETHERLANDS","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.48333"
"13867C..ZF...","NETHERLANDS","1997","UNEMPLOYMENT","THOUSANDS","383500"
"13867D..ZF...","NETHERLANDS","1997","LABOUR FORCE","THOUSANDS","6832000"
"13867E..ZF...","NETHERLANDS","1997","EMPLOYMENT","THOUSANDS","6638000"
"13867R..ZF...","NETHERLANDS","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.6"
"13867C..ZF...","NETHERLANDS","1996","UNEMPLOYMENT","THOUSANDS","442833"
"13867D..ZF...","NETHERLANDS","1996","LABOUR FORCE","THOUSANDS","6686000"
"13867E..ZF...","NETHERLANDS","1996","EMPLOYMENT","THOUSANDS","6440500"
"13867R..ZF...","NETHERLANDS","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","7"
"13867C..ZF...","NETHERLANDS","1995","UNEMPLOYMENT","THOUSANDS","464333"
"13867D..ZF...","NETHERLANDS","1995","LABOUR FORCE","THOUSANDS","6596000"
"13867E..ZF...","NETHERLANDS","1995","EMPLOYMENT","THOUSANDS","6287500"
"13867R..ZF...","NETHERLANDS","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.5"
"13867C..ZF...","NETHERLANDS","1994","UNEMPLOYMENT","THOUSANDS","483500"
"13867D..ZF...","NETHERLANDS","1994","LABOUR FORCE","THOUSANDS","6466000"
"13867E..ZF...","NETHERLANDS","1994","EMPLOYMENT","THOUSANDS","5590500"
"13867R..ZF...","NETHERLANDS","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.50833"
"13867C..ZF...","NETHERLANDS","1993","UNEMPLOYMENT","THOUSANDS","417000"
"13867D..ZF...","NETHERLANDS","1993","LABOUR FORCE","THOUSANDS","6406000"
"13867E..ZF...","NETHERLANDS","1993","EMPLOYMENT","THOUSANDS","5567250"
"13867R..ZF...","NETHERLANDS","1992","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.35"
"13867C..ZF...","NETHERLANDS","1992","UNEMPLOYMENT","THOUSANDS","337250"
"13867D..ZF...","NETHERLANDS","1992","LABOUR FORCE","THOUSANDS","6296000"
"13867E..ZF...","NETHERLANDS","1992","EMPLOYMENT","THOUSANDS","5574250"
"13867R..ZF...","NETHERLANDS","1991","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.5"
"13867C..ZF...","NETHERLANDS","1991","UNEMPLOYMENT","THOUSANDS","319000"
"13867D..ZF...","NETHERLANDS","1991","LABOUR FORCE","THOUSANDS","6189000"
"13867E..ZF...","NETHERLANDS","1991","EMPLOYMENT","THOUSANDS","5481500"
"13867R..ZF...","NETHERLANDS","1990","UNEMPLOYMENT RATE","PERCENT PER ANNU","5"
"13867C..ZF...","NETHERLANDS","1990","UNEMPLOYMENT","THOUSANDS","346000"
"13867D..ZF...","NETHERLANDS","1990","LABOUR FORCE","THOUSANDS","6063000"
"13867E..ZF...","NETHERLANDS","1990","EMPLOYMENT","THOUSANDS","5368750"
"13867R..ZF...","NETHERLANDS","1989","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.8"
"13867C..ZF...","NETHERLANDS","1989","UNEMPLOYMENT","THOUSANDS","390000"
"13867D..ZF...","NETHERLANDS","1989","LABOUR FORCE","THOUSANDS","5929000"
"13867E..ZF...","NETHERLANDS","1989","EMPLOYMENT","THOUSANDS","5210500"
"13867R..ZF...","NETHERLANDS","1988","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.5"
"13867C..ZF...","NETHERLANDS","1988","UNEMPLOYMENT","THOUSANDS","433000"
"13867D..ZF...","NETHERLANDS","1988","LABOUR FORCE","THOUSANDS","5867000"
"13867E..ZF...","NETHERLANDS","1988","EMPLOYMENT","THOUSANDS","5089250"
"13867R..ZF...","NETHERLANDS","1987","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.5"
"13867C..ZF...","NETHERLANDS","1987","UNEMPLOYMENT","THOUSANDS","685500"
"13867D..ZF...","NETHERLANDS","1987","LABOUR FORCE","THOUSANDS","5743000"
"13867E..ZF...","NETHERLANDS","1987","EMPLOYMENT","THOUSANDS","4966250"
"13867R..ZF...","NETHERLANDS","1986","UNEMPLOYMENT RATE","PERCENT PER ANNU","12"
"13867C..ZF...","NETHERLANDS","1986","UNEMPLOYMENT","THOUSANDS","710700"
"13867D..ZF...","NETHERLANDS","1986","LABOUR FORCE","THOUSANDS","5515000"
"13867E..ZF...","NETHERLANDS","1986","EMPLOYMENT","THOUSANDS","4875000"
"13867D..ZF...","NETHERLANDS","1985","LABOUR FORCE","THOUSANDS","5293000"
"13867E..ZF...","NETHERLANDS","1985","EMPLOYMENT","THOUSANDS","4720250"
"13867D..ZF...","NETHERLANDS","1984","LABOUR FORCE","THOUSANDS","5253000"
"13867E..ZF...","NETHERLANDS","1984","EMPLOYMENT","THOUSANDS","4621250"
"13867D..ZF...","NETHERLANDS","1983","LABOUR FORCE","THOUSANDS","5232000"
"13867D..ZF...","NETHERLANDS","1982","LABOUR FORCE","THOUSANDS","5189000"
"13867D..ZF...","NETHERLANDS","1981","LABOUR FORCE","THOUSANDS","5154000"
"13867D..ZF...","NETHERLANDS","1980","LABOUR FORCE","THOUSANDS","5075000"
"13867D..ZF...","NETHERLANDS","1979","LABOUR FORCE","THOUSANDS","4967000"
"13867D..ZF...","NETHERLANDS","1978","LABOUR FORCE","THOUSANDS","4949000"
"13867D..ZF...","NETHERLANDS","1977","LABOUR FORCE","THOUSANDS","4944000"
"13867D..ZF...","NETHERLANDS","1976","LABOUR FORCE","THOUSANDS","4915000"
"13867D..ZF...","NETHERLANDS","1975","LABOUR FORCE","THOUSANDS","4883000"
"13867D..ZF...","NETHERLANDS","1974","LABOUR FORCE","THOUSANDS","4867000"
"13867D..ZF...","NETHERLANDS","1973","LABOUR FORCE","THOUSANDS","4846000"
"13867D..ZF...","NETHERLANDS","1972","LABOUR FORCE","THOUSANDS","4809000"
"13867D..ZF...","NETHERLANDS","1971","LABOUR FORCE","THOUSANDS","4749000"
"13867D..ZF...","NETHERLANDS","1970","LABOUR FORCE","THOUSANDS","4711000"
"35367R..ZF...","NETHERLANDS ANTILLES","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.3"
"35367C..ZF...","NETHERLANDS ANTILLES","2008","UNEMPLOYMENT","THOUSANDS","6490"
"35367D..ZF...","NETHERLANDS ANTILLES","2008","LABOUR FORCE","THOUSANDS","63020"
"35367E..ZF...","NETHERLANDS ANTILLES","2008","EMPLOYMENT","THOUSANDS","56535"
"35367R..ZF...","NETHERLANDS ANTILLES","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.4"
"35367C..ZF...","NETHERLANDS ANTILLES","2007","UNEMPLOYMENT","THOUSANDS","7660"
"35367D..ZF...","NETHERLANDS ANTILLES","2007","LABOUR FORCE","THOUSANDS","61710"
"35367E..ZF...","NETHERLANDS ANTILLES","2007","EMPLOYMENT","THOUSANDS","54049"
"35367R..ZF...","NETHERLANDS ANTILLES","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","14.6"
"35367C..ZF...","NETHERLANDS ANTILLES","2006","UNEMPLOYMENT","THOUSANDS","8930"
"35367D..ZF...","NETHERLANDS ANTILLES","2006","LABOUR FORCE","THOUSANDS","60980"
"35367E..ZF...","NETHERLANDS ANTILLES","2006","EMPLOYMENT","THOUSANDS","52050"
"35367R..ZF...","NETHERLANDS ANTILLES","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","18.2"
"35367C..ZF...","NETHERLANDS ANTILLES","2005","UNEMPLOYMENT","THOUSANDS","11390"
"35367D..ZF...","NETHERLANDS ANTILLES","2005","LABOUR FORCE","THOUSANDS","62740"
"35367E..ZF...","NETHERLANDS ANTILLES","2005","EMPLOYMENT","THOUSANDS","51340"
"35367R..ZF...","NETHERLANDS ANTILLES","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","16.1"
"35367C..ZF...","NETHERLANDS ANTILLES","2004","UNEMPLOYMENT","THOUSANDS","9860"
"35367D..ZF...","NETHERLANDS ANTILLES","2004","LABOUR FORCE","THOUSANDS","61340"
"35367E..ZF...","NETHERLANDS ANTILLES","2004","EMPLOYMENT","THOUSANDS","51470"
"35367R..ZF...","NETHERLANDS ANTILLES","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","15.1"
"35367C..ZF...","NETHERLANDS ANTILLES","2003","UNEMPLOYMENT","THOUSANDS","9270"
"35367D..ZF...","NETHERLANDS ANTILLES","2003","LABOUR FORCE","THOUSANDS","61410"
"35367E..ZF...","NETHERLANDS ANTILLES","2003","EMPLOYMENT","THOUSANDS","52140"
"35367R..ZF...","NETHERLANDS ANTILLES","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","15.6"
"35367C..ZF...","NETHERLANDS ANTILLES","2002","UNEMPLOYMENT","THOUSANDS","9060"
"35367D..ZF...","NETHERLANDS ANTILLES","2002","LABOUR FORCE","THOUSANDS","58110"
"35367E..ZF...","NETHERLANDS ANTILLES","2002","EMPLOYMENT","THOUSANDS","49060"
"35367R..ZF...","NETHERLANDS ANTILLES","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","15.8"
"35367C..ZF...","NETHERLANDS ANTILLES","2001","UNEMPLOYMENT","THOUSANDS","8900"
"35367D..ZF...","NETHERLANDS ANTILLES","2001","LABOUR FORCE","THOUSANDS","56250"
"35367E..ZF...","NETHERLANDS ANTILLES","2001","EMPLOYMENT","THOUSANDS","47690"
"35367R..ZF...","NETHERLANDS ANTILLES","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","14.2"
"35367C..ZF...","NETHERLANDS ANTILLES","2000","UNEMPLOYMENT","THOUSANDS","8280"
"35367D..ZF...","NETHERLANDS ANTILLES","2000","LABOUR FORCE","THOUSANDS","58380"
"35367E..ZF...","NETHERLANDS ANTILLES","2000","EMPLOYMENT","THOUSANDS","50110"
"35367R..ZF...","NETHERLANDS ANTILLES","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","14.1"
"35367D..ZF...","NETHERLANDS ANTILLES","1999","LABOUR FORCE","THOUSANDS","60770"
"35367R..ZF...","NETHERLANDS ANTILLES","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","16.8"
"35367C..ZF...","NETHERLANDS ANTILLES","1998","UNEMPLOYMENT","THOUSANDS","10370"
"35367D..ZF...","NETHERLANDS ANTILLES","1998","LABOUR FORCE","THOUSANDS","61820"
"35367E..ZF...","NETHERLANDS ANTILLES","1998","EMPLOYMENT","THOUSANDS","51440"
"35367R..ZF...","NETHERLANDS ANTILLES","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","15.5"
"35367C..ZF...","NETHERLANDS ANTILLES","1997","UNEMPLOYMENT","THOUSANDS","10160"
"35367D..ZF...","NETHERLANDS ANTILLES","1997","LABOUR FORCE","THOUSANDS","65610"
"35367E..ZF...","NETHERLANDS ANTILLES","1997","EMPLOYMENT","THOUSANDS","55450"
"35367R..ZF...","NETHERLANDS ANTILLES","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","14.2"
"35367C..ZF...","NETHERLANDS ANTILLES","1996","UNEMPLOYMENT","THOUSANDS","9250"
"35367D..ZF...","NETHERLANDS ANTILLES","1996","LABOUR FORCE","THOUSANDS","66200"
"35367E..ZF...","NETHERLANDS ANTILLES","1996","EMPLOYMENT","THOUSANDS","56970"
