"OID","Country or Area","Year","Description","Magnitude","Value"
"31667E..ZF...","BARBADOS","1992","EMPLOYMENT","THOUSANDS","101700"
"31667R..ZF...","BARBADOS","1991","UNEMPLOYMENT RATE","PERCENT PER ANNU","21.8"
"31667C..ZF...","BARBADOS","1991","UNEMPLOYMENT","THOUSANDS","20900"
"31667D..ZF...","BARBADOS","1991","LABOUR FORCE","THOUSANDS","129600"
"31667E..ZF...","BARBADOS","1991","EMPLOYMENT","THOUSANDS","107100"
"31667R..ZF...","BARBADOS","1990","UNEMPLOYMENT RATE","PERCENT PER ANNU","15"
"31667C..ZF...","BARBADOS","1990","UNEMPLOYMENT","THOUSANDS","18600"
"31667E..ZF...","BARBADOS","1990","EMPLOYMENT","THOUSANDS","105200"
"31667R..ZF...","BARBADOS","1989","UNEMPLOYMENT RATE","PERCENT PER ANNU","13.7"
"31667C..ZF...","BARBADOS","1989","UNEMPLOYMENT","THOUSANDS","17100"
"31667E..ZF...","BARBADOS","1989","EMPLOYMENT","THOUSANDS","107400"
"31667R..ZF...","BARBADOS","1988","UNEMPLOYMENT RATE","PERCENT PER ANNU","17.4"
"31667C..ZF...","BARBADOS","1988","UNEMPLOYMENT","THOUSANDS","21200"
"31667E..ZF...","BARBADOS","1988","EMPLOYMENT","THOUSANDS","100300"
"31667R..ZF...","BARBADOS","1987","UNEMPLOYMENT RATE","PERCENT PER ANNU","17.9"
"31667C..ZF...","BARBADOS","1987","UNEMPLOYMENT","THOUSANDS","21400"
"31667D..ZF...","BARBADOS","1987","LABOUR FORCE","THOUSANDS","128000"
"31667E..ZF...","BARBADOS","1987","EMPLOYMENT","THOUSANDS","97900"
"31667R..ZF...","BARBADOS","1986","UNEMPLOYMENT RATE","PERCENT PER ANNU","17.7"
"31667C..ZF...","BARBADOS","1986","UNEMPLOYMENT","THOUSANDS","20700"
"31667E..ZF...","BARBADOS","1986","EMPLOYMENT","THOUSANDS","96200"
"31667R..ZF...","BARBADOS","1985","UNEMPLOYMENT RATE","PERCENT PER ANNU","18.7"
"31667C..ZF...","BARBADOS","1985","UNEMPLOYMENT","THOUSANDS","21200"
"31667E..ZF...","BARBADOS","1985","EMPLOYMENT","THOUSANDS","92100"
"91367R..ZF...","BELARUS","2009","UNEMPLOYMENT RATE","PERCENT PER ANNU","0.9"
"91367C..ZF...","BELARUS","2009","UNEMPLOYMENT (000'S)","THOUSANDS","42225"
"91367E..ZF...","BELARUS","2009","EMPLOYMENT (000'S)","THOUSANDS","4591330"
"91367R..ZF...","BELARUS","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","0.953089"
"91367C..ZF...","BELARUS","2008","UNEMPLOYMENT (000'S)","THOUSANDS","43758.3"
"91367E..ZF...","BELARUS","2008","EMPLOYMENT (000'S)","THOUSANDS","4540870"
"91367R..ZF...","BELARUS","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","1.075"
"91367C..ZF...","BELARUS","2007","UNEMPLOYMENT (000'S)","THOUSANDS","48563.1"
"91367E..ZF...","BELARUS","2007","EMPLOYMENT (000'S)","THOUSANDS","4529790"
"91367R..ZF...","BELARUS","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","1.44167"
"91367C..ZF...","BELARUS","2006","UNEMPLOYMENT (000'S)","THOUSANDS","63591.7"
"91367E..ZF...","BELARUS","2006","EMPLOYMENT (000'S)","THOUSANDS","4390600"
"91367R..ZF...","BELARUS","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","1.73333"
"91367C..ZF...","BELARUS","2005","UNEMPLOYMENT (000'S)","THOUSANDS","76516.7"
"91367E..ZF...","BELARUS","2005","EMPLOYMENT (000'S)","THOUSANDS","4332230"
"91367R..ZF...","BELARUS","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","2.525"
"91367C..ZF...","BELARUS","2004","UNEMPLOYMENT (000'S)","THOUSANDS","111908"
"91367E..ZF...","BELARUS","2004","EMPLOYMENT (000'S)","THOUSANDS","4319820"
"91367R..ZF...","BELARUS","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.125"
"91367C..ZF...","BELARUS","2003","UNEMPLOYMENT (000'S)","THOUSANDS","140750"
"91367E..ZF...","BELARUS","2003","EMPLOYMENT (000'S)","THOUSANDS","4339300"
"91367R..ZF...","BELARUS","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","2.7"
"91367C..ZF...","BELARUS","2002","UNEMPLOYMENT (000'S)","THOUSANDS","119500"
"91367E..ZF...","BELARUS","2002","EMPLOYMENT (000'S)","THOUSANDS","4380800"
"91367R..ZF...","BELARUS","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","2.3"
"91367C..ZF...","BELARUS","2001","UNEMPLOYMENT (000'S)","THOUSANDS","102100"
"91367E..ZF...","BELARUS","2001","EMPLOYMENT (000'S)","THOUSANDS","4417400"
"91367R..ZF...","BELARUS","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","2.1"
"91367C..ZF...","BELARUS","2000","UNEMPLOYMENT (000'S)","THOUSANDS","96000"
"91367E..ZF...","BELARUS","2000","EMPLOYMENT (000'S)","THOUSANDS","4441000"
"91367R..ZF...","BELARUS","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","2.2"
"91367C..ZF...","BELARUS","1999","UNEMPLOYMENT (000'S)","THOUSANDS","100000"
"91367E..ZF...","BELARUS","1999","EMPLOYMENT (000'S)","THOUSANDS","4442000"
"91367R..ZF...","BELARUS","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","2.4"
"91367C..ZF...","BELARUS","1998","UNEMPLOYMENT (000'S)","THOUSANDS","111200"
"91367E..ZF...","BELARUS","1998","EMPLOYMENT (000'S)","THOUSANDS","4416600"
"91367R..ZF...","BELARUS","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.5"
"91367C..ZF...","BELARUS","1997","UNEMPLOYMENT (000'S)","THOUSANDS","158000"
"91367E..ZF...","BELARUS","1997","EMPLOYMENT (000'S)","THOUSANDS","4369900"
"91367R..ZF...","BELARUS","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.8"
"91367C..ZF...","BELARUS","1996","UNEMPLOYMENT (000'S)","THOUSANDS","172200"
"91367E..ZF...","BELARUS","1996","EMPLOYMENT (000'S)","THOUSANDS","4364800"
"91367R..ZF...","BELARUS","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","2.5"
"91367C..ZF...","BELARUS","1995","UNEMPLOYMENT (000'S)","THOUSANDS","114600"
"91367E..ZF...","BELARUS","1995","EMPLOYMENT (000'S)","THOUSANDS","4409600"
"91367R..ZF...","BELARUS","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","1.8"
"91367C..ZF...","BELARUS","1994","UNEMPLOYMENT (000'S)","THOUSANDS","88600"
"91367E..ZF...","BELARUS","1994","EMPLOYMENT (000'S)","THOUSANDS","4700900"
"91367R..ZF...","BELARUS","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","1.1"
"91367C..ZF...","BELARUS","1993","UNEMPLOYMENT (000'S)","THOUSANDS","54700"
"91367E..ZF...","BELARUS","1993","EMPLOYMENT (000'S)","THOUSANDS","4827700"
"91367R..ZF...","BELARUS","1992","UNEMPLOYMENT RATE","PERCENT PER ANNU","0.5"
"91367C..ZF...","BELARUS","1992","UNEMPLOYMENT (000'S)","THOUSANDS","24000"
"91367E..ZF...","BELARUS","1992","EMPLOYMENT (000'S)","THOUSANDS","4981000"
"91367E..ZF...","BELARUS","1991","EMPLOYMENT (000'S)","THOUSANDS","5023000"
"91367E..ZF...","BELARUS","1990","EMPLOYMENT (000'S)","THOUSANDS","5151000"
"91367E..ZF...","BELARUS","1989","EMPLOYMENT (000'S)","THOUSANDS","5200000"
"91367E..ZF...","BELARUS","1988","EMPLOYMENT (000'S)","THOUSANDS","5174000"
"91367E..ZF...","BELARUS","1987","EMPLOYMENT (000'S)","THOUSANDS","5144000"
"91367E..ZF...","BELARUS","1986","EMPLOYMENT (000'S)","THOUSANDS","5136000"
"91367E..ZF...","BELARUS","1985","EMPLOYMENT (000'S)","THOUSANDS","5112000"
"12467R..ZF...","BELGIUM","2009","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.91667"
"12467C..ZF...","BELGIUM","2009","UNEMPLOYMENT","THOUSANDS","554667"
"12467E..ZF...","BELGIUM","2009","EMPLOYMENT","THOUSANDS","4515720"
"12467R..ZF...","BELGIUM","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.00833"
"12467C..ZF...","BELGIUM","2008","UNEMPLOYMENT","THOUSANDS","504917"
"12467D..ZF...","BELGIUM","2008","LABOUR FORCE","THOUSANDS","4950820"
"12467E..ZF...","BELGIUM","2008","EMPLOYMENT","THOUSANDS","4538300"
"12467R..ZF...","BELGIUM","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.48333"
"12467C..ZF...","BELGIUM","2007","UNEMPLOYMENT","THOUSANDS","532583"
"12467D..ZF...","BELGIUM","2007","LABOUR FORCE","THOUSANDS","4912820"
"12467E..ZF...","BELGIUM","2007","EMPLOYMENT","THOUSANDS","4414450"
"12467R..ZF...","BELGIUM","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.26667"
"12467C..ZF...","BELGIUM","2006","UNEMPLOYMENT","THOUSANDS","588333"
"12467D..ZF...","BELGIUM","2006","LABOUR FORCE","THOUSANDS","4852290"
"12467E..ZF...","BELGIUM","2006","EMPLOYMENT","THOUSANDS","4267920"
"12467R..ZF...","BELGIUM","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.475"
"12467C..ZF...","BELGIUM","2005","UNEMPLOYMENT","THOUSANDS","596250"
"12467D..ZF...","BELGIUM","2005","LABOUR FORCE","THOUSANDS","4831650"
"12467E..ZF...","BELGIUM","2005","EMPLOYMENT","THOUSANDS","4235250"
"12467R..ZF...","BELGIUM","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.4"
"12467C..ZF...","BELGIUM","2004","UNEMPLOYMENT","THOUSANDS","576667"
"12467D..ZF...","BELGIUM","2004","LABOUR FORCE","THOUSANDS","4715840"
"12467E..ZF...","BELGIUM","2004","EMPLOYMENT","THOUSANDS","4139230"
"12467R..ZF...","BELGIUM","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.15833"
"12467C..ZF...","BELGIUM","2003","UNEMPLOYMENT","THOUSANDS","538083"
"12467D..ZF...","BELGIUM","2003","LABOUR FORCE","THOUSANDS","4584780"
"12467E..ZF...","BELGIUM","2003","EMPLOYMENT","THOUSANDS","4046640"
"12467R..ZF...","BELGIUM","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.54167"
"12467C..ZF...","BELGIUM","2002","UNEMPLOYMENT","THOUSANDS","491500"
"12467D..ZF...","BELGIUM","2002","LABOUR FORCE","THOUSANDS","4546360"
"12467E..ZF...","BELGIUM","2002","EMPLOYMENT","THOUSANDS","4047280"
"12467R..ZF...","BELGIUM","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.7667"
"12467C..ZF...","BELGIUM","2001","UNEMPLOYMENT","THOUSANDS","359790"
"12467D..ZF...","BELGIUM","2001","LABOUR FORCE","THOUSANDS","4502630"
"12467E..ZF...","BELGIUM","2001","EMPLOYMENT","THOUSANDS","4032890"
"12467R..ZF...","BELGIUM","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.8833"
"12467C..ZF...","BELGIUM","2000","UNEMPLOYMENT","THOUSANDS","373771"
"12467D..ZF...","BELGIUM","2000","LABOUR FORCE","THOUSANDS","4541930"
"12467E..ZF...","BELGIUM","2000","EMPLOYMENT","THOUSANDS","4067500"
"12467R..ZF...","BELGIUM","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.675"
"12467C..ZF...","BELGIUM","1999","UNEMPLOYMENT","THOUSANDS","402484"
"12467D..ZF...","BELGIUM","1999","LABOUR FORCE","THOUSANDS","4487640"
"12467E..ZF...","BELGIUM","1999","EMPLOYMENT","THOUSANDS","3980010"
"12467R..ZF...","BELGIUM","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.5667"
"12467C..ZF...","BELGIUM","1998","UNEMPLOYMENT","THOUSANDS","431810"
"12467D..ZF...","BELGIUM","1998","LABOUR FORCE","THOUSANDS","4550000"
"12467E..ZF...","BELGIUM","1998","EMPLOYMENT","THOUSANDS","4009000"
"12467R..ZF...","BELGIUM","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","13.25"
"12467C..ZF...","BELGIUM","1997","UNEMPLOYMENT","THOUSANDS","567558"
"12467D..ZF...","BELGIUM","1997","LABOUR FORCE","THOUSANDS","4518000"
"12467E..ZF...","BELGIUM","1997","EMPLOYMENT","THOUSANDS","3948000"
"12467R..ZF...","BELGIUM","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","13.7583"
"12467C..ZF...","BELGIUM","1996","UNEMPLOYMENT","THOUSANDS","586592"
"12467D..ZF...","BELGIUM","1996","LABOUR FORCE","THOUSANDS","4196230"
"12467E..ZF...","BELGIUM","1996","EMPLOYMENT","THOUSANDS","3791880"
"12467R..ZF...","BELGIUM","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","14.0917"
"12467C..ZF...","BELGIUM","1995","UNEMPLOYMENT","THOUSANDS","596867"
"12467D..ZF...","BELGIUM","1995","LABOUR FORCE","THOUSANDS","4184830"
"12467E..ZF...","BELGIUM","1995","EMPLOYMENT","THOUSANDS","3794900"
"12467R..ZF...","BELGIUM","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","13.8917"
"12467C..ZF...","BELGIUM","1994","UNEMPLOYMENT","THOUSANDS","588683"
"12467D..ZF...","BELGIUM","1994","LABOUR FORCE","THOUSANDS","4160320"
"12467E..ZF...","BELGIUM","1994","EMPLOYMENT","THOUSANDS","3755000"
"12467R..ZF...","BELGIUM","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","13.05"
"12467C..ZF...","BELGIUM","1993","UNEMPLOYMENT","THOUSANDS","549742"
"12467E..ZF...","BELGIUM","1993","EMPLOYMENT","THOUSANDS","3745500"
"12467R..ZF...","BELGIUM","1992","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.2"
"12467C..ZF...","BELGIUM","1992","UNEMPLOYMENT","THOUSANDS","472900"
"12467D..ZF...","BELGIUM","1992","LABOUR FORCE","THOUSANDS","4237000"
"12467E..ZF...","BELGIUM","1992","EMPLOYMENT","THOUSANDS","3772500"
"12467R..ZF...","BELGIUM","1991","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.2"
"12467C..ZF...","BELGIUM","1991","UNEMPLOYMENT","THOUSANDS","429500"
"12467D..ZF...","BELGIUM","1991","LABOUR FORCE","THOUSANDS","4210000"
"12467E..ZF...","BELGIUM","1991","EMPLOYMENT","THOUSANDS","3730500"
"12467R..ZF...","BELGIUM","1990","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.6"
"12467C..ZF...","BELGIUM","1990","UNEMPLOYMENT","THOUSANDS","402800"
"12467D..ZF...","BELGIUM","1990","LABOUR FORCE","THOUSANDS","4179000"
"12467E..ZF...","BELGIUM","1990","EMPLOYMENT","THOUSANDS","3636700"
"12467R..ZF...","BELGIUM","1989","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.1"
"12467C..ZF...","BELGIUM","1989","UNEMPLOYMENT","THOUSANDS","419300"
"12467D..ZF...","BELGIUM","1989","LABOUR FORCE","THOUSANDS","4144000"
"12467E..ZF...","BELGIUM","1989","EMPLOYMENT","THOUSANDS","3594900"
"12467R..ZF...","BELGIUM","1988","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.1"
"12467C..ZF...","BELGIUM","1988","UNEMPLOYMENT","THOUSANDS","459400"
"12467E..ZF...","BELGIUM","1988","EMPLOYMENT","THOUSANDS","3495900"
"12467R..ZF...","BELGIUM","1987","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.2"
"12467C..ZF...","BELGIUM","1987","UNEMPLOYMENT","THOUSANDS","500800"
"12467E..ZF...","BELGIUM","1987","EMPLOYMENT","THOUSANDS","3479800"
"12467R..ZF...","BELGIUM","1986","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.6"
"12467C..ZF...","BELGIUM","1986","UNEMPLOYMENT","THOUSANDS","516800"
"12467E..ZF...","BELGIUM","1986","EMPLOYMENT","THOUSANDS","3524800"
"12467R..ZF...","BELGIUM","1985","UNEMPLOYMENT RATE","PERCENT PER ANNU","13.6"
"12467C..ZF...","BELGIUM","1985","UNEMPLOYMENT","THOUSANDS","558300"
"12467E..ZF...","BELGIUM","1985","EMPLOYMENT","THOUSANDS","3513800"
"12467C..ZF...","BELGIUM","1984","UNEMPLOYMENT","THOUSANDS","595800"
"12467D..ZF...","BELGIUM","1970","LABOUR FORCE","THOUSANDS","3918000"
"12467D..ZF...","BELGIUM","1969","LABOUR FORCE","THOUSANDS","3866000"
"12467D..ZF...","BELGIUM","1968","LABOUR FORCE","THOUSANDS","3826000"
"12467D..ZF...","BELGIUM","1967","LABOUR FORCE","THOUSANDS","3813000"
"12467D..ZF...","BELGIUM","1966","LABOUR FORCE","THOUSANDS","3805000"
"12467D..ZF...","BELGIUM","1965","LABOUR FORCE","THOUSANDS","3787000"
"12467D..ZF...","BELGIUM","1964","LABOUR FORCE","THOUSANDS","3768000"
"12467D..ZF...","BELGIUM","1963","LABOUR FORCE","THOUSANDS","3727000"
"12467D..ZF...","BELGIUM","1962","LABOUR FORCE","THOUSANDS","3716000"
"12467D..ZF...","BELGIUM","1961","LABOUR FORCE","THOUSANDS","3676000"
"12467D..ZF...","BELGIUM","1960","LABOUR FORCE","THOUSANDS","3675000"
"12467D..ZF...","BELGIUM","1957","LABOUR FORCE","THOUSANDS","3711000"
"33967R..ZF...","BELIZE","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","11"
"33967C..ZF...","BELIZE","2005","UNEMPLOYMENT","THOUSANDS","12200"
"33967D..ZF...","BELIZE","2005","LABOUR FORCE","THOUSANDS","110790"
"33967E..ZF...","BELIZE","2005","EMPLOYMENT","THOUSANDS","98590"
"33967R..ZF...","BELIZE","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.6"
"33967C..ZF...","BELIZE","2004","UNEMPLOYMENT","THOUSANDS","12580"
"33967D..ZF...","BELIZE","2004","LABOUR FORCE","THOUSANDS","108490"
"33967E..ZF...","BELIZE","2004","EMPLOYMENT","THOUSANDS","95910"
"33967R..ZF...","BELIZE","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.9"
"33967C..ZF...","BELIZE","2003","UNEMPLOYMENT","THOUSANDS","13220"
"33967D..ZF...","BELIZE","2003","LABOUR FORCE","THOUSANDS","102440"
"33967E..ZF...","BELIZE","2003","EMPLOYMENT","THOUSANDS","89220"
"33967R..ZF...","BELIZE","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","10"
"33967C..ZF...","BELIZE","2002","UNEMPLOYMENT","THOUSANDS","9450"
"33967D..ZF...","BELIZE","2002","LABOUR FORCE","THOUSANDS","94170"
"33967E..ZF...","BELIZE","2002","EMPLOYMENT","THOUSANDS","84720"
"33967R..ZF...","BELIZE","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.1"
"33967C..ZF...","BELIZE","2001","UNEMPLOYMENT","THOUSANDS","8560"
"33967D..ZF...","BELIZE","2001","LABOUR FORCE","THOUSANDS","94430"
"33967E..ZF...","BELIZE","2001","EMPLOYMENT","THOUSANDS","85870"
"33967R..ZF...","BELIZE","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.1"
"33967E..ZF...","BELIZE","2000","EMPLOYMENT","THOUSANDS","83700"
"33967R..ZF...","BELIZE","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.8"
"33967C..ZF...","BELIZE","1999","UNEMPLOYMENT","THOUSANDS","11460"
"33967D..ZF...","BELIZE","1999","LABOUR FORCE","THOUSANDS","89210"
"33967E..ZF...","BELIZE","1999","EMPLOYMENT","THOUSANDS","77760"
"33967R..ZF...","BELIZE","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","14.3"
"33967C..ZF...","BELIZE","1998","UNEMPLOYMENT","THOUSANDS","12250"
"33967D..ZF...","BELIZE","1998","LABOUR FORCE","THOUSANDS","85600"
"33967E..ZF...","BELIZE","1998","EMPLOYMENT","THOUSANDS","73350"
"33967R..ZF...","BELIZE","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.7"
"33967C..ZF...","BELIZE","1997","UNEMPLOYMENT","THOUSANDS","10260"
"33967D..ZF...","BELIZE","1997","LABOUR FORCE","THOUSANDS","80940"
"33967E..ZF...","BELIZE","1997","EMPLOYMENT","THOUSANDS","70680"
"33967R..ZF...","BELIZE","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","13.8"
"33967C..ZF...","BELIZE","1996","UNEMPLOYMENT","THOUSANDS","10430"
"33967D..ZF...","BELIZE","1996","LABOUR FORCE","THOUSANDS","75450"
"33967E..ZF...","BELIZE","1996","EMPLOYMENT","THOUSANDS","65030"
"33967R..ZF...","BELIZE","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","12.5"
"33967C..ZF...","BELIZE","1995","UNEMPLOYMENT","THOUSANDS","8930"
"33967E..ZF...","BELIZE","1995","EMPLOYMENT","THOUSANDS","62570"
"33967R..ZF...","BELIZE","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.1"
"33967C..ZF...","BELIZE","1994","UNEMPLOYMENT","THOUSANDS","7715"
"33967D..ZF...","BELIZE","1994","LABOUR FORCE","THOUSANDS","70000"
"33967E..ZF...","BELIZE","1994","EMPLOYMENT","THOUSANDS","62430"
"33967R..ZF...","BELIZE","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.8"
"33967C..ZF...","BELIZE","1993","UNEMPLOYMENT","THOUSANDS","6720"
"33967E..ZF...","BELIZE","1993","EMPLOYMENT","THOUSANDS","62085"
"33967D..ZF...","BELIZE","1991","LABOUR FORCE","THOUSANDS","54687"
"63867D..ZF...","BENIN","2002","LABOUR FORCE","THOUSANDS","2583200"
"63867D..ZF...","BENIN","1996","LABOUR FORCE","THOUSANDS","3211260"
"63867D..ZF...","BENIN","1992","LABOUR FORCE","THOUSANDS","2085000"
"63867E..ZF...","BENIN","1992","EMPLOYMENT","THOUSANDS","55878"
"63867E..ZF...","BENIN","1991","EMPLOYMENT","THOUSANDS","52070"
"63867E..ZF...","BENIN","1990","EMPLOYMENT","THOUSANDS","51166"
"63867E..ZF...","BENIN","1989","EMPLOYMENT","THOUSANDS","47251"
"63867E..ZF...","BENIN","1988","EMPLOYMENT","THOUSANDS","78321"
"63867E..ZF...","BENIN","1987","EMPLOYMENT","THOUSANDS","77688"
"63867E..ZF...","BENIN","1986","EMPLOYMENT","THOUSANDS","77176"
"63867E..ZF...","BENIN","1985","EMPLOYMENT","THOUSANDS","80827"
"21867R..ZF...","BOLIVIA","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.7"
"21867R..ZF...","BOLIVIA","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.69"
"21867C..ZF...","BOLIVIA","2002","UNEMPLOYMENT","THOUSANDS","201600"
"21867D..ZF...","BOLIVIA","2002","LABOUR FORCE","THOUSANDS","3824940"
"21867E..ZF...","BOLIVIA","2002","EMPLOYMENT","THOUSANDS","2118440"
"21867R..ZF...","BOLIVIA","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.5"
"21867C..ZF...","BOLIVIA","2001","UNEMPLOYMENT","THOUSANDS","200300"
"21867D..ZF...","BOLIVIA","2001","LABOUR FORCE","THOUSANDS","3884250"
"21867E..ZF...","BOLIVIA","2001","EMPLOYMENT","THOUSANDS","2156250"
"21867R..ZF...","BOLIVIA","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.46"
"21867C..ZF...","BOLIVIA","2000","UNEMPLOYMENT","THOUSANDS","168600"
"21867D..ZF...","BOLIVIA","2000","LABOUR FORCE","THOUSANDS","3575700"
"21867E..ZF...","BOLIVIA","2000","EMPLOYMENT","THOUSANDS","2091180"
"21867R..ZF...","BOLIVIA","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.2"
"21867C..ZF...","BOLIVIA","1999","UNEMPLOYMENT","THOUSANDS","156660"
"21867D..ZF...","BOLIVIA","1999","LABOUR FORCE","THOUSANDS","3637890"
"21867E..ZF...","BOLIVIA","1999","EMPLOYMENT","THOUSANDS","2017040"
"21867R..ZF...","BOLIVIA","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.7"
"21867C..ZF...","BOLIVIA","1997","UNEMPLOYMENT","THOUSANDS","71200"
"21867D..ZF...","BOLIVIA","1997","LABOUR FORCE","THOUSANDS","3645170"
"21867E..ZF...","BOLIVIA","1997","EMPLOYMENT","THOUSANDS","1877530"
"21867R..ZF...","BOLIVIA","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.8"
"21867C..ZF...","BOLIVIA","1996","UNEMPLOYMENT","THOUSANDS","73550"
"21867E..ZF...","BOLIVIA","1996","EMPLOYMENT","THOUSANDS","1848530"
"21867R..ZF...","BOLIVIA","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.6"
"21867C..ZF...","BOLIVIA","1995","UNEMPLOYMENT","THOUSANDS","47470"
"21867D..ZF...","BOLIVIA","1995","LABOUR FORCE","THOUSANDS","1316700"
"21867E..ZF...","BOLIVIA","1995","EMPLOYMENT","THOUSANDS","1256600"
"21867R..ZF...","BOLIVIA","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","3.1"
"21867C..ZF...","BOLIVIA","1994","UNEMPLOYMENT","THOUSANDS","38780"
"21867E..ZF...","BOLIVIA","1994","EMPLOYMENT","THOUSANDS","1195360"
"21867R..ZF...","BOLIVIA","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","6"
"21867C..ZF...","BOLIVIA","1993","UNEMPLOYMENT","THOUSANDS","69570"
"21867E..ZF...","BOLIVIA","1993","EMPLOYMENT","THOUSANDS","1090950"
"21867R..ZF...","BOLIVIA","1992","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.5"
"21867C..ZF...","BOLIVIA","1992","UNEMPLOYMENT","THOUSANDS","59320"
"21867D..ZF...","BOLIVIA","1992","LABOUR FORCE","THOUSANDS","2365000"
"21867E..ZF...","BOLIVIA","1992","EMPLOYMENT","THOUSANDS","1015700"
"21867R..ZF...","BOLIVIA","1991","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.9"
"21867C..ZF...","BOLIVIA","1991","UNEMPLOYMENT","THOUSANDS","62060"
"21867E..ZF...","BOLIVIA","1991","EMPLOYMENT","THOUSANDS","987950"
"21867R..ZF...","BOLIVIA","1990","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.3"
"21867C..ZF...","BOLIVIA","1990","UNEMPLOYMENT","THOUSANDS","71770"
"21867E..ZF...","BOLIVIA","1990","EMPLOYMENT","THOUSANDS","1843400"
"21867R..ZF...","BOLIVIA","1989","UNEMPLOYMENT RATE","PERCENT PER ANNU","10"
"21867C..ZF...","BOLIVIA","1989","UNEMPLOYMENT","THOUSANDS","95350"
"21867E..ZF...","BOLIVIA","1989","EMPLOYMENT","THOUSANDS","1662000"
"21867E..ZF...","BOLIVIA","1988","EMPLOYMENT","THOUSANDS","1769400"
"21867C..ZF...","BOLIVIA","1987","UNEMPLOYMENT","THOUSANDS","77970"
"21867E..ZF...","BOLIVIA","1987","EMPLOYMENT","THOUSANDS","1670300"
"21867C..ZF...","BOLIVIA","1986","UNEMPLOYMENT","THOUSANDS","46170"
"21867E..ZF...","BOLIVIA","1986","EMPLOYMENT","THOUSANDS","1661400"
