"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Armenia","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","126070",""
"Armenia","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","113531",""
"Armenia","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","332347",""
"Armenia","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","412370",""
"Armenia","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","481736",""
"Armenia","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","546015",""
"Armenia","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","514996",""
"Armenia","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","429345",""
"Armenia","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","504642",""
"Armenia","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","561095",""
"Armenia","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","633748",""
"Armenia","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","605837",""
"Armenia","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","297489",""
"Armenia","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","260769",""
"Armenia","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","232880",""
"Armenia","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","284652",""
"Armenia","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","326527",""
"Armenia","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","927825",""
"Armenia","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","912007",""
"Armenia","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","942911",""
"Armenia","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1100191",""
"Armenia","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1050838",""
"Armenia","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","146789",""
"Armenia","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","125285",""
"Armenia","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","106929",""
"Armenia","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","73191",""
"Armenia","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","66962",""
"Aruba","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","11182",""
"Aruba","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","10374",""
"Aruba","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","9456",""
"Aruba","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","7673",""
"Aruba","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7802",""
"Aruba","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","13338",""
"Aruba","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","12238",""
"Aruba","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","10990",""
"Aruba","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","8980",""
"Aruba","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","9357",""
"Aruba","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","6512",""
"Aruba","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","5430",""
"Aruba","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","5483",""
"Aruba","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","4189",""
"Aruba","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","6071",""
"Aruba","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","37745",""
"Aruba","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","32703",""
"Aruba","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","29348",""
"Aruba","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","21961",""
"Aruba","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","22601",""
"Aruba","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","4646",""
"Aruba","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","3770",""
"Aruba","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3172",""
"Aruba","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2827",""
"Aruba","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2684",""
"Aruba","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","11505",""
"Aruba","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","10660",""
"Aruba","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","9968",""
"Aruba","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","8242",""
"Aruba","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","8143",""
"Aruba","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","13731",""
"Aruba","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","12569",""
"Aruba","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","11559",""
"Aruba","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","9657",""
"Aruba","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","9768",""
"Aruba","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","6568",""
"Aruba","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","5467",""
"Aruba","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","5646",""
"Aruba","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","4415",""
"Aruba","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","6217",""
"Aruba","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","34455",""
"Aruba","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","30082",""
"Aruba","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","28936",""
"Aruba","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","20944",""
"Aruba","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","21448",""
"Aruba","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3364",""
"Aruba","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2743",""
"Aruba","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2205",""
"Aruba","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2027",""
"Aruba","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1959",""
"Australia","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1930887","1"
"Australia","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1928811","1"
"Australia","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1894734","1"
"Australia","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1801219","1"
"Australia","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1803671","1"
"Australia","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2339122","1"
"Australia","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2321675","1"
"Australia","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2258998","1"
"Australia","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2204494","1"
"Australia","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2197253","1"
"Australia","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1371152","1"
"Australia","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1287752","1"
"Australia","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1322777","1"
"Australia","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1336859","1"
"Australia","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1308823","1"
"Australia","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","6812339","1"
"Australia","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","6382347","1"
"Australia","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","5966106","1"
"Australia","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","5565894","1"
"Australia","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","5126131","1"
"Australia","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1466066","1"
"Australia","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1328298","1"
"Australia","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1217314","1"
"Australia","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1080509","1"
"Australia","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","923072","1"
"Australia","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2034094","1"
"Australia","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2027655","1"
