"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Nepal","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","7576534",""
"Nepal","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","6614714",""
"Nepal","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","5785347",""
"Nepal","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","5213541",""
"Nepal","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","4658692",""
"Nepal","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","424431",""
"Nepal","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","368221",""
"Nepal","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","322217",""
"Nepal","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","290209",""
"Nepal","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","261298",""
"Netherlands","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1465676",""
"Netherlands","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1445095",""
"Netherlands","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1389700",""
"Netherlands","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1332897",""
"Netherlands","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1377971",""
"Netherlands","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1757962",""
"Netherlands","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1719503",""
"Netherlands","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1652365",""
"Netherlands","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1636971",""
"Netherlands","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1732876",""
"Netherlands","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","958963",""
"Netherlands","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","925686",""
"Netherlands","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","999100",""
"Netherlands","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1147311",""
"Netherlands","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1226172",""
"Netherlands","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","5450436",""
"Netherlands","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","5322553",""
"Netherlands","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","5198950",""
"Netherlands","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","5075138",""
"Netherlands","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","4899853",""
"Netherlands","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1336511",""
"Netherlands","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1278223",""
"Netherlands","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1225500",""
"Netherlands","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1154477",""
"Netherlands","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1046738",""
"Netherlands","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1535916",""
"Netherlands","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1513542",""
"Netherlands","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1453400",""
"Netherlands","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1393703",""
"Netherlands","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1441246",""
"Netherlands","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1840734",""
"Netherlands","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1799574",""
"Netherlands","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1729516",""
"Netherlands","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1710750",""
"Netherlands","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1812702",""
"Netherlands","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","989834",""
"Netherlands","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","960039",""
"Netherlands","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1036250",""
"Netherlands","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1195540",""
"Netherlands","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1278142",""
"Netherlands","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","5560964",""
"Netherlands","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","5476237",""
"Netherlands","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","5369600",""
"Netherlands","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","5230151",""
"Netherlands","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","5023106",""
"Netherlands","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","978187",""
"Netherlands","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","888237",""
"Netherlands","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","821750",""
"Netherlands","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","765156",""
"Netherlands","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","702726",""
"Netherlands Antilles","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","20789",""
"Netherlands Antilles","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","22062",""
"Netherlands Antilles","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","24918",""
"Netherlands Antilles","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","24776",""
"Netherlands Antilles","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","25231",""
"Netherlands Antilles","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","24914",""
"Netherlands Antilles","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","26011",""
"Netherlands Antilles","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","29175",""
"Netherlands Antilles","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","29399",""
"Netherlands Antilles","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","30437",""
"Netherlands Antilles","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","12081",""
"Netherlands Antilles","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","11567",""
"Netherlands Antilles","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","13956",""
"Netherlands Antilles","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","14807",""
"Netherlands Antilles","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","16347",""
"Netherlands Antilles","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","68129",""
"Netherlands Antilles","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","63768",""
"Netherlands Antilles","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","66463",""
"Netherlands Antilles","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","66667",""
"Netherlands Antilles","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","61773",""
"Netherlands Antilles","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","10583",""
"Netherlands Antilles","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","9547",""
"Netherlands Antilles","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","8331",""
"Netherlands Antilles","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","7853",""
"Netherlands Antilles","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7421",""
"Netherlands Antilles","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","21143",""
"Netherlands Antilles","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","22523",""
"Netherlands Antilles","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","25499",""
"Netherlands Antilles","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","25161",""
"Netherlands Antilles","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","25806",""
"Netherlands Antilles","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","25172",""
"Netherlands Antilles","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","26531",""
"Netherlands Antilles","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","29710",""
"Netherlands Antilles","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","30011",""
"Netherlands Antilles","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","31218",""
"Netherlands Antilles","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","11621",""
"Netherlands Antilles","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","11275",""
"Netherlands Antilles","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","13764",""
"Netherlands Antilles","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","14777",""
"Netherlands Antilles","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","16363",""
"Netherlands Antilles","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","58117",""
"Netherlands Antilles","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","55605",""
"Netherlands Antilles","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","59555",""
"Netherlands Antilles","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","60484",""
"Netherlands Antilles","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","56269",""
"Netherlands Antilles","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","7631",""
"Netherlands Antilles","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","7160",""
"Netherlands Antilles","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","5896",""
"Netherlands Antilles","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","5687",""
"Netherlands Antilles","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","5316",""
"New Caledonia","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","30873",""
"New Caledonia","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","31010",""
"New Caledonia","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","28807",""
"New Caledonia","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","26975",""
"New Caledonia","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","26670",""
"New Caledonia","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","37193",""
"New Caledonia","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","36654",""
"New Caledonia","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","34112",""
"New Caledonia","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","32507",""
"New Caledonia","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","31827",""
"New Caledonia","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","19632",""
"New Caledonia","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","18091",""
"New Caledonia","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","17631",""
"New Caledonia","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","16728",""
"New Caledonia","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","15081",""
"New Caledonia","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","76773",""
"New Caledonia","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","68358",""
"New Caledonia","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","60419",""
"New Caledonia","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","52490",""
"New Caledonia","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","45823",""
"New Caledonia","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","8513",""
"New Caledonia","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","6471",""
"New Caledonia","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","4977",""
"New Caledonia","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","4178",""
"New Caledonia","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","3473",""
"New Caledonia","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","32631",""
"New Caledonia","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","32954",""
"New Caledonia","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","30826",""
"New Caledonia","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","28259",""
"New Caledonia","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","27520",""
"New Caledonia","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","39281",""
"New Caledonia","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","38879",""
"New Caledonia","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","36191",""
"New Caledonia","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","34025",""
"New Caledonia","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","32912",""
"New Caledonia","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","20328",""
"New Caledonia","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","18405",""
"New Caledonia","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","18235",""
"New Caledonia","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","17362",""
"New Caledonia","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","15679",""
"New Caledonia","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","78387",""
"New Caledonia","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","70651",""
"New Caledonia","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","63690",""
"New Caledonia","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","55530",""
"New Caledonia","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","48761",""
"New Caledonia","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","7008",""
"New Caledonia","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","5573",""
"New Caledonia","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","4368",""
"New Caledonia","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3633",""
"New Caledonia","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","3097",""
"New Zealand","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","426989",""
"New Zealand","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","426164",""
"New Zealand","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","412110",""
"New Zealand","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","389855",""
"New Zealand","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","386783",""
"New Zealand","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","517764",""
"New Zealand","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","506033",""
"New Zealand","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","489952",""
"New Zealand","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","475725",""
"New Zealand","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","475093",""
"New Zealand","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","287303",""
"New Zealand","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","260938",""
"New Zealand","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","275810",""
"New Zealand","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","281629",""
"New Zealand","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","285586",""
"New Zealand","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1377057",""
"New Zealand","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1280448",""
"New Zealand","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1209150",""
"New Zealand","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1118987",""
"New Zealand","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1053736",""
"New Zealand","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","277000",""
"New Zealand","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","255576",""
"New Zealand","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","241330",""
"New Zealand","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","219456",""
"New Zealand","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","197933",""
"New Zealand","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","452376",""
"New Zealand","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","449191",""
"New Zealand","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","435420",""
"New Zealand","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","407605",""
"New Zealand","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","404264",""
"New Zealand","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","547477",""
"New Zealand","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","532631",""
"New Zealand","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","516553",""
"New Zealand","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","496851",""
"New Zealand","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","496174",""
"New Zealand","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","299610",""
"New Zealand","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","266005",""
"New Zealand","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","279370",""
"New Zealand","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","288211",""
"New Zealand","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","294510",""
"New Zealand","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1342769",""
"New Zealand","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1244660",""
"New Zealand","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1193340",""
"New Zealand","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1114703",""
"New Zealand","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1061899",""
"New Zealand","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","220921",""
"New Zealand","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","197999",""
"New Zealand","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","182100",""
"New Zealand","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","160128",""
"New Zealand","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","142487",""
"Nicaragua","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1015140",""
"Nicaragua","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1027872",""
"Nicaragua","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1009154",""
"Nicaragua","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","938825",""
"Nicaragua","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","866586",""
"Nicaragua","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1205335",""
"Nicaragua","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1212565",""
"Nicaragua","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1175790",""
"Nicaragua","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1084479",""
"Nicaragua","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","991351",""
"Nicaragua","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","592175",""
"Nicaragua","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","553267",""
"Nicaragua","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","490063",""
"Nicaragua","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","418355",""
"Nicaragua","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","363036",""
"Nicaragua","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1609905",""
"Nicaragua","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1429571",""
"Nicaragua","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1241973",""
"Nicaragua","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1060397",""
"Nicaragua","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","928800",""
"Nicaragua","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","114848",""
"Nicaragua","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","98546",""
"Nicaragua","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","83322",""
"Nicaragua","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","72447",""
"Nicaragua","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","59721",""
"Nicaragua","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1054199",""
"Nicaragua","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1065095",""
"Nicaragua","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1040788",""
"Nicaragua","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","964445",""
"Nicaragua","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","888781",""
"Nicaragua","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1246733",""
"Nicaragua","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1253103",""
"Nicaragua","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1208355",""
"Nicaragua","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1111371",""
"Nicaragua","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1015404",""
"Nicaragua","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","592273",""
"Nicaragua","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","550713",""
"Nicaragua","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","486042",""
"Nicaragua","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","415899",""
"Nicaragua","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","364945",""
"Nicaragua","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1566717",""
"Nicaragua","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1402005",""
"Nicaragua","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1217983",""
"Nicaragua","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1045590",""
"Nicaragua","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","923181",""
"Nicaragua","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","101730",""
"Nicaragua","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","85120",""
"Nicaragua","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","70768",""
"Nicaragua","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","59214",""
"Nicaragua","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","47473",""
"Niger","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3105593",""
"Niger","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2589561",""
"Niger","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2165651",""
"Niger","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1841891",""
"Niger","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1583295",""
"Niger","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3520066",""
"Niger","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2938863",""
